course,type,code,description
information_systems,elective,1551,"This course prepares students to design, deploy, and manage the interconnection of networking devices, including cyber-physical systems. It covers fundamental computer communication concepts, including switching, signalling, encoding and transmission, modern network technology, protocols (TCP, UDP, IP), and wireless (cellular and wireless LAN). Besides helping students to understand the key technologies conceptually, the course is structured to develop students’ skills in building, analyzing, and evaluation simple communication networks. Course Learning Outcomes 1. Understand metrics for network performance, and layered network model 2. Understand HTTP protocol and DNS protocols 3. Understand principles of reliable data transfer 4. Understand UDP and TCP protocols 5. Understand IP addressing, NAT and IPV6 6. Understand link state and distance vector routing algorithms 7. Understand OSFP and BGP routing protocols 8. Understand data link layer protocols 9. Conduct network measurements with basic network tools Grading Basis GRD - Graded Course Units 1"
information_systems,elective,24161,"This course introduces students to the core concepts and skills underlying successful software product management. Students will learn about the distinct characteristics of software products vis-à-vis other industrial artefacts, and how these characteristics can be leveraged in managing the software product life cycle. With an emphasis on the elements of the software product management framework, students will acquire hands-on product management skills through classroom instruction, term projects, and presentations. Course Learning Outcomes 1. Describe various business models for software project management. 2. Identify components of the Software Product Management (SPM) framework. 3. Describe roles and organisation of the SPM. 4. Elucidate various aspects of software product strategy such as product vision, product name, customers, market, product definition, positioning, service strategy, sourcing, business view, pricing etc. 5. Elucidate various aspects of software product planning such as road mapping, requirements engineering, release planning, product life cycle management etc. 6. Elucidate various aspects of strategic management of software products such as corporate strategy, portfolio management, innovation management, resource management, market analysis, product analysis etc. 7. Explore a software product based on the competencies listed above. Grading Basis GRD - Graded Course Units 1"
information_systems,elective,23411,"The IT Solution Architecture course integrates design concepts and methods to develop IT solutions from both the software and system-level perspectives. It focuses on the analysis, design and implementation of an IT solution through which business requirements, software qualities and solution elements are transformed into implementable artefacts. By combining critical analysis with hands-on design and development, the course prepares students to participate effectively in the architecture design and development stages of a software-intensive IT solution project. It is highly recommended that students are also proficient in IS442 Object Oriented Programming and Java programming language prior to reading this course. Course Learning Outcomes 1. Understand the importance of software architecture for an IT Solution. 2. Understand the essentials of operating systems and networking for architecture design. 3. Describe your IT architecture using views and software qualities. 4. Understand and apply software design and integration patterns. 5. Understand and apply architectural styles and development strategy 6. Design and develop an IT software solution design, 7. Analyse and evaluate your IT solution design for maintainability quality. 8. Analyse and evaluate your IT solution design for availability quality. 9. Analyse and evaluate your IT solution design for security quality. 10. Analyse and evaluate your IT solution design for performance quality. Grading Basis GRD - Graded Course Units 1"
information_systems,elective,23481,"A key challenge in many AI systems is being able to handle (reason, plan or learn) problems with uncertainty. For instance, a self-driving car needs to handle imperfect visibility of the world and also uncertainty about the movements of other cars or obstacles. Similarly, in aggregation systems (e.g., Grab, Food Panda), positioning supply (taxis, delivery boys) at the right locations requires handling uncertainty about customer demand. Playing strategic games like Go, Chess etc. requires learning strategy that works against opponents whose strategy is not known in advance. This course will equip students with core concepts and practical experience in doing reasoning, learning and planning in the presence of uncertainty. Course Learning Outcomes (1) Identify the probability of a credit card fraud given a certain transaction (2) Calculate strategy of matching taxis to customers (3) Developing smart strategies for playing strategic computer or board games Fundamentals of deep learning and Deep Reinforcement Grading Basis GRD - Graded Course Units 1"
information_systems,elective,24221,"Search and optimization are the fundamental building blocks of AI. Almost all problems in AI (including machine learning) involve some sort of search or optimization. This course will cover the basics of search and optimization. Broadly, the course will be split along two axes: one is discrete vs continuous optimization, and another is heuristic methods vs exact techniques. The applications of the topics covered in class is immediate, for example, shortest path problems are used by all mapping services such as Google Maps. Travelling salesman problems are used to design routes for parcel delivery. Fundamental topics such linear and convex programming with gradient descent will help in understanding techniques in deep learning which will be useful for other AI courses. Recent applications of linear programs such as in designing security of critical infrastructure will be discussed in class. Course Learning Outcomes 1. Taking a problem and model it as an optimization problem, such as parcel delivery or traffic routing problems. 2. Able to select the right technique for solving different types of discrete graph optimization problems. 3. Solve large scale optimization problems using heuristics, for example, delivery problem for a large company such as Amazon. Grading Basis GRD - Graded Course Units 1"
information_systems,elective,24201,"Generative AI has revolutionized how we create and manipulate visual data, enabling machines to generate images, videos, and 3D models that are increasingly indistinguishable from reality. This course delves into the cutting-edge techniques and models that drive generative AI in the visual domain, such as Generative Adversarial Networks (GANs), Variational Autoencoders (VAEs), and diffusion models. Students will explore the core mathematical and computational concepts behind generative AI, including deep learning and probability theory. The course also emphasizes practical implementation, allowing students to build generative models that can synthesize images, enhance existing visual content, and even create novel, realistic objects. By the end of the course, students will not only have a deep understanding of how generative models are designed and trained but will also critically assess their applications and limitations in various fields.Students are expected to have a good mathematical foundation and programing skills. Foundational Mathematical Courses (i.e., CS103 or CS105) will be an advantage but are not insisted on. The primary programming language of the course is python. Having a good GPU at home will help with course work. Course Learning Outcomes Students will explore the core mathematical and computational concepts behind generative AI, including deep learning and probability theory. The course also emphasizes practical implementation, allowing students to build generative models that can synthesize images, enhance existing visual content, and even create novel, realistic objects. By the end of the course, students will not only have a deep understanding of how generative models are designed and trained but will also critically assess their applications and limitations in various fields. Grading Basis GRD - Graded Course Units 1"
information_systems,elective,24211,"Natural Language Communication (NLC) is the convergence of a diverse set of human language technologies that enable computer systems to interact reasonably with people in a natural and human-like way. NLC requires considering human language as the central part of communicative channel, where the computer should be able to perform a series of language processing actions: - It should correctly process our written or spoken utterances as input in order to respond accordingly; - It should allow technology to understand complex sentences, which may contain multiple pieces of information and many turns of requests; - It can then react by reasoning and/or interrogating and synthesising various data from third-party systems or external knowledge, and use that information in generating sensible responses. In this course, we will cover diverse fundamental methods and techniques across the themes of natural language processing, understanding and generation that are indispensable for constructing modern NLC systems. We will be focused on introducing and discussing the underlying computational models, data resources, toolkits, and practising them in developing interactive information seeking, dialogue, and cross-language communication systems. This includes but is not limited to exploration of a few conversational AI applications such as question answering, chatbots, virtual personal assistants, and dialogue management. Course Learning Outcomes Design and apply appropriate techniques, models, algorithms, toolkits and datasets built-in-class or from off-the-shelf resources for building up problem- solving solutions which are deliverable in due course. Independently achieve the learning goals of the four lab tasks, by referring to the provided course materials and other relevant materials acquired by self-research and exploration. Collaboratively achieve the learning goals of the final group project by making measurable and substantial contributions to the team's effort. Grading Basis GRD - Graded Course Units 1"
information_systems,elective,22201,"The Foundations of Cybersecurity course provides fundamental knowledge and technical skills for protecting computing and networking systems against various cyber-attacks. Topics covered include cryptographic algorithms, public key infrastructure, network security, authentication, access control, web security basics, and malware basics. Classroom instructions will be integrated with hands-on exercises and group projects. Course Learning Outcomes 1. Explain the concepts and principles of cybersecurity in terms of confidentiality, integrity, and availability 2. Apply standard encryption techniques, including AES, RSA, and hybrid encryption, to protect data 3. Apply standard integrity techniques, including MAC and RSA signatures, to protect data 4. Explain the concepts and procedures of public key infrastructure (PKI) 5. Apply PKI to protect emails 6. Analyse various password based user authentication schemes 7. Explain the concepts and models of access control 8. Explain the concepts of network security 9. Explain the concepts of software security 10. Explain the concepts of web application security Grading Basis GRD - Graded Course Units 1"
information_systems,elective,24191,"Information security is not just a technical issue but a critical policy and business issue. The purpose of this course is to help students acquire the knowledge and build up the capability to understand and analyse the key policy and business issues pertaining to information security threats and countermeasures, based on a solid understanding of cyber security ecosystem along with the dynamics of technology innovation and in the context of digital transformation. We approach this purpose by integrating four learning components, including technical countermeasures designed to protect information systems, economics theories as the foundation of information security policy, case studies and getting-into data throughout the teaching process. It is recommended that students have the capability to use at least one of the data processing and analytics tools, e.g., Excel. Students should have basic knowledge about computer system, software and networking. Course Learning Outcomes 1. Explain the concepts of cyber situational awareness 2. Apply the risk management framework in decision making 3. Apply the incident response playbook in incident response 4. Explain the concepts of common threats and cybercrime 5. Analyse cybersecurity policies based on technical, business, and economic aspects Grading Basis GRD - Graded Course Units 1"
information_systems,elective,20441,"This course focuses on fundamental concepts of developing programs using an object orientated approach. There will be an emphasis on writing clean and efficient code, and the ability to use an appropriate data structure or algorithm to solve problems. The Java programming language will be taught in depth. Students are expected to have a strong foundation in programming. This is a compulsory course for IS (Software Development Track) for 2017 intake and onwards. Upon completion of the course, students will be able to: 1. Practice problem solving skills 2. Read UML sequence and class diagrams 3. Apply basic concepts of Object Orientation to a given scenario/context 4. Apply good programming practices and design concepts to develop software 5. Appreciate the role of algorithms and in problem solving Course Learning Outcomes 1. Demonstrate understanding of abstraction: a. Contrast concepts of a class and an object. b. Write class definitions that represent abstract data types. c. Write class definitions that properly handle a life-cycle of its instances: objects. d. Write programs that safely utilizes data members (fields, attributes) and member functions (methods) associated with individual objects, or a class itself (static members). 2. Demonstrate understanding of encapsulation: a. Write programs that properly use encapsulation to control visibility of public, private and protected members by applying correct access modifiers. b. Write programs with packages that organize source code definitions. 3. Demonstrate understanding of inheritance: a. Explain the benefits of inheritance. b. Write a class which extends a parent class. c. Contrast inheritance of implementation (extends) and inheritance of interface (implements). d. Write programs that utilize inheritance to eliminate repetition by reusing member definitions from an existing data type to define new data types. 4. Demonstrate understanding of polymorphism: a. Write a child class that overloads methods from a parent class (static polymorphism). b. Write a child class that overrides methods from a parent class (dynamic polymorphism). c. Write programs that utilize polymorphism to allow for data type generalization, specialization or interface implementation. 5. Demonstrate understanding of object-oriented design: a. Sketch UML class diagrams and sequence diagrams. b. Translate UML class diagrams and sequence diagrams into code. c. Explain concepts of cohesion and coupling. d. Explain concepts of an exception, and exception propagation. 6. Demonstrate ability to write programs in the Java programming language: a. Write simple batch scripts to compile and run programs. b. Explain the workings of CLASSPATH and write programs that use external libraries. c. Apply fundamental and complex data types (arrays, lists, sets, maps) to solve basic problems. d. Write programs that properly handle exceptions to safely perform I/O operations. e. Write class definitions for custom exceptions. Grading Basis GRD - Graded Course Units 1"
social_sciences,core,3361,"The purpose of this course is to introduce the basic concepts of statistics through illustrative use of statistical methods for solving applied problems. Emphasis will be placed on statistical reasoning, rather than derivation of theoretical details. Students will learn to solve common statistical problems using statistical software. This course is designed for students who wish to pursue a non-quantitative major at SMU. Students who intend to pursue a quantitative major should take its companion course, COR-STAT1203 Introduction to Statistical Theory. Course Learning Outcomes 1. Define, collect, organize, and visualize data. 2. Understand basic probability concepts (such as joint probability, marginal probability, and conditional probability). 3. Understand various probability distributions (including discrete and continuous distributions). 4. Construct and interpret point and interval estimates. 5. Conduct one-sample and two-sample hypothesis tests. 6. Conduct simple linear regression analysis. Grading Basis GRD - Graded Course Units 1"
social_sciences,core,7351,"This course is designed for students who have a background in basic probability and statistics and who intend to pursue a quantitative major in SMU. The course gives a mathematical introduction to statistical and probability concepts. It is intended for students with interests in Actuarial Science, Economics and Econometrics, Operations Management, Finance, Marketing Research, and Statistics. Students are expected to be mathematically oriented or at the very least, be interested in mathematics. Students taking this course are expected to have some basic knowledge in calculus and statistics. Course Learning Outcomes Students who complete the course should be able to: 1) Utilize numerical and graphical methods to explore data. 2) Explain and apply the basic probability theory and statistical inference methods to handle real- world issues. 3) Build up a solid foundation for upper-level courses where quantitative analysis techniques are essential. Grading Basis GRD - Graded Course Units 1"
social_sciences,core,24611,"This is an interdisciplinary survey course on the regional grouping that is today called Southeast Asia, with an emphasis on the modern era (post-World War Two). The class materials are designed to provide students foundational knowledge regarding the origins of Southeast Asia as a geopolitical entity as well as background on some of the major countries in the region. We examine the cultural traditions that have shaped the region as well as the political influences and events that shape Southeast Asian countries today. In doing so, we study how the past has shaped the present. Thus, the course engages in a broad historical overview, but it is not designed to be a strictly history course. Rather, it is intended to equip students with a general knowledge of Southeast Asian cultures, histories, and politics. By the end of the course, students will have a better appreciation of the challenges that face Southeast Asia today as well as an understanding of Singapore’s position in the region. Course Learning Outcomes Specific learning objectives from the course include: A familiarity with the recent history of the region (especially post-1945) Be able to identify broad themes in Southeast Asian history and politics . An appreciation for each of the countries of Southeast Asia Develop analytical and critical thinking skills through class discussion and assignments Develop communication and teamwork skills through the above tasks. Grading Basis GRD - Graded Course Units 1"
social_sciences,core,12151,"How do we transform our everyday observations of the world into social scientific knowledge? At its core, this is a question about research design, particularly reviewing the literature, formulating questions, hypothesis testing, data collection, and data analysis. This course will provide a brief introduction to all the major social science research methods, particularly experiments, quasi-experiments (observational), surveys, fieldwork/ethnography, and use of historical/documentary sources. Basic principles of ethical research design will also be covered. Course Learning Outcomes Understand the strengths and limitations of methods used in social science research Identify the essential steps social scientists take to conduct empirical research. Conduct an online survey and perform basic data analysis using R. Conduct a qualitative interview and analyze interview data. Communicate research findings in an empirical paper. Grading Basis GRD - Graded Course Units 1"
social_sciences,core,27691,"The Social Science Practicum (SSP) is a compulsory module for all BSocSc students. The goal of the SSP is to encourage the development of students as creative and curious learners ready to adapt to the challenges of a complex world. Every SSP section will be organized around a specific real-world question or problem. Within this issue, students will have license to shape a team project around what they think is interesting and important. The SSP will culminate in a showcase where student teams share their findings with the SOSS community. Course Learning Outcomes This course is designed to explore knowledge in various disciplines. The goals for this class are threefold: 1. Absorb knowledge from social issues presented by invited speakers 2. Foster confidence in disseminating information and interacting with speakers during the knowledge communication process 3. Use the knowledge you acquire in this class to identify critical societal issues and offer solutions from a perspective of choice architecture Grading Basis PNP - Pass/Fail Course Units 1"
social_sciences,core,3021,"This course provides an introduction to the major theories, ideas, concepts, and issues in political science and public policy studies. Topics may include but are not restricted to distribution, fairness and justice as they relate to politics and policies. Understanding politics and public policies is crucial for participation in modern society. This course facilitates this understanding by discussing crucial questions such as why states go to war, why some states have become democratic while others have not, how does culture affect politics, and why various countries are ruled in such different ways. Course Learning Outcomes 1. Define, illustrate and apply a range of political science concepts, theories and models. 2. Evaluate and criticize these concepts, theories and models, particularly their usefulness in understanding politics, redefining the concepts when appropriate. 3. Investigate and compare the makeup and impact of political institutions and other political phenomena in a range of countries. 4. Evaluate approaches to understanding how people, leaders, groups, nations and others relate to each other, both domestically and in the global sphere. 5. Interpret newspaper articles and other media critically through applying their understanding of concepts. 6. Master proposing and making clear, concise academic arguments in which a position is proposed and defended. Grading Basis GRD - Graded Course Units 1"
social_sciences,core,3031,"Psychology is the scientific study of behavior and mental processes. The goals of this science are to measure and describe behavior, understand and explain it, and predict and modify it. This course will introduce students to the study of behavior as a scientific enterprise and as a formal academic discipline. Topics include the biological bases of behavior, motivation, learning, sensation, perception, memory, thought and knowledge, language, social behavior, intelligence, personality, development, and psychopathology. The overall goal is to provide students with an overview of contemporary Psychology. Course Learning Outcomes After completing this course, you should be able to: 1. Identify and understand key terms and concepts in psychology at an introductory level. 2. Explain the different perspectives in psychology (e.g., biological, behavioral, cognitive, social) that attempt to explain human behavior. 3. Explain that psychology is a real and progressive science based on the premises and principles of empirical research and at the same time understand the limitation of scientific principles when applied to the study of human behavior. 4. Explain that human behavior is a product of the interaction of biological, personal, and environmental factors. 5. Apply knowledge toward understanding and directing personal experiences by taking into consideration the effects of hereditary, personal, and environmental factors. 6. Point out the relevance and value of psychology to your everyday lives. Grading Basis GRD - Graded Course Units 1"
social_sciences,core,12121,"Psychology experiments can range from simple to complex, but there are some basic terms and concepts that all students of psychology should understand. This course introduces students to the core methodological concepts and procedures used in empirical research in psychology. Basic issues relating to the formulation of research questions, hypothesis generation and testing, research design, measurement, descriptive and inferential statistics, and ethical principles will be discussed. Applications in various areas of psychology will be used to illustrate these issues. Course Learning Outcomes Upon the completion of this course, students should be able to: Understand the core methodological concepts and procedures used in the psychological research Design experimental and quasi-experimental research in psychology Read and critically evaluate research claims Convey ideas and research findings in a clear, straightforward, and interesting ways Transfer an understanding of Science to everyday applications and decisions Grading Basis GRD - Graded Course Units 1"
social_sciences,core,12141,"This course builds on the methodological concepts and procedures discussed in PSYC110 Psychology Research Methods I. The course focuses on the knowledge and skills necessary for planning, implementing (i.e., conducting and analyzing data), and presenting a research project. Students will be provided with hands-on experience in empirical studies relating to design, measurement, and analysis issues in psychological research. Course Learning Outcomes By the end of this course, you should be able to: Design and conduct a psychological experiment Select the appropriate statistical method for different types of data Analyse data using statistical software Interpret and communicate results to different audiences Grading Basis GRD - Graded Course Units 1"
social_sciences,core,3171,"The interdependence between society and the individual is the primary focus of sociology and social anthropology. In order to understand society one needs to develop sociological imagination—a quality of mind that provides an understanding of ourselves within the context of the larger society (C. Wright Mills). This course serves as a foundation for understanding society, culture, individuals and their relationships. The course will familiarise students with various sociological concepts, theories and methodologies to explore social organisations, institutions, and stratifications. The objective of the course is to understand the ways in which societies can be analysed systematically as well as critically observe how individuals, institutions, culture, symbols, and social structure interact to shape society and human behavior. Course Learning Outcomes As a foundational course in Sociology, the goal is to equip students with the necessary knowledge and skills to guide their minds, minds and habits in a sociologically imaginative and cognizant manner. By the end of this course, students will be able to: Understand how social institutions such as the state, markets, and family organize social life. Make sense of how society constructs social identities that revolve around race, class, gender, and religion. Use the sociological perspective in understanding the relationship between the individual and social structure, as well as the relationship between local and global forces. Reflect on how sociologists have made sense of social problems in Singapore and Asia more broadly. Develop a range of critical thinking and writing skills to respond to social issues around us Grading Basis GRD - Graded Course Units 1"
social_sciences,core,3181,"This course examines the major theoretical developments in sociological theory from the classical period of Marx, Weber, and Durkheim to contemporary schools from structural-functionalism, conflict theory, exchange theory, and symbolic interactionism. The purpose of this course is to introduce the students to a variety of theoretical orientations, past and present, with an emphasis on the strengths and weaknesses of each theoretical approaches. Students are expected to develop skills to analyse social issues critically by learning these theories and to be able to use them as analytical tools for sociological research. Course Learning Outcomes 1. Map the central theoretical traditions within sociology. 2. Apply, analyze, and evaluate the key concepts from these traditions. 3. Confront original theoretical and empirical texts. 4. Connect theoretical argument and empirical research. 5. Understand sociological theory as a critical style of thought. 6. Engage sociological theory in writing. Grading Basis GRD - Graded Course Units 1"
social_sciences,core,29561,"The Sustainability Practicum is a required compulsory course for the Sustainable Societies major. Each section of the course will focus on 1-2 specific UN Sustainable Development Goals (SDGs) and a specific measurable indicator therein. Led by the faculty instructor, the practicum will be organised around a specific real-world problem that is set in collaboration with an external partner. The students will work on assignments and deliberation-focused class activities that engages with the chosen theme and will culminate into a final deliverable to the external partner (eg. in the form of a report, presentation etc.). All BSocSc students may also take this course to fulfil their Social Science Practicum requirement. Course Learning Outcomes 1. Sensitivity to Developments in Asia: Enhance academic and practical understanding of key sustainbility issues across the region. Obtain sufficient knowledge about these issues to engage in design thinking exercises that generate practical and innovative ideas designed to address these problems. 2. Disciplinary Knowledge: Critically evaluate specific sustainability issues through the lens through several social science disciplines, including sociology, political science and psychology. Deepen our knowledge of the sustainability development goals. 3. Critical Thinking: Apply design thinking methodology to generate and refine innovative and practical approaches that can address specific problems. 4. Intercultural Understanding and Thinking: To understand how different cultures experience specific problems differently. To display cultural understanding in designing solutions. 5. Communication: To hone the skill of presenting innovative ideas to experts clearly and engagingly. Grading Basis PNP - Pass/Fail Course Units 1"
social_sciences,elective,18431,"What is the relationship between the state, arts and society? What is the role of cultural policy, particularly for the arts and cultural industries in Singapore? How does cultural policy translate into, and impact practice? Are there differences between forms of cultural policy in terms of how they function, and what they are intended to do? This course provides students with a critical understanding of the significance and impact of cultural policy on arts management, practice and consumption. Through the exploration of a range of contemporary cultural policy issues and themes, students will critically consider the origins, functions and limitations of cultural policy, particularly in the Singapore context. Students will also interact with cultural policy-makers, arts managers and related stakeholders to obtain a working grasp of the mechanics and practicalities of cultural policies, and how policy impacts artists and arts practice. Ultimately, this course aims to provide students with the ability and self-confidence to evaluate cultural policy in varying contexts, and to analyse and critique new policy initiatives for the arts and cultural industries as they arise. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,29571,"In today’s interconnected and diverse world, inter-cultural exchanges and cross-border collaborations are increasingly important to strengthening cultural diversity and building ties of mutual understanding. This SMU-XO course will familiarise students to the range of approaches, models and strategies of cultural exchange and mobilities within the arts and cultural industries. Students will also learn about key trends and issues faced by non-profit organisations, especially arts companies, in developing and delivering projects that involve exchanges, interrelations and partnerships. The course will culminate in an experiential study trip to Asia, where students will gain first-hand exposure to the different arts and cultural ecosystems in Asia, as well as develop the sensitivities and skills to communicate and collaborate effectively across cultural differences. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,31191,"The Anthropocene, derived from the Ancient Greek terms for human \""anthropo\"" and new \""-cene,\"" has gained widespread interest through assessing the irrefutable characteristics and impact of human activities on global ecology. This interdisciplinary course seeks to situate the Anthropocene in Asia by exploring its impact on the region's politics, markets, societies, and selves. We will primarily draw on the fields of environmental studies, anthropology, cultural studies, history, geography, and sociology to critically examine the multifaceted dimensions of the Anthropocene in the region. In this course, we will explore contemporary debates around climate change, capitalism, biodiversity, and political and cultural ecology to understand the complex and interrelated challenges posed by these issues. In doing so, it will challenge us to rethink what it means to live, be, and thrive in the Anthropocene Asia. This course invites students to go beyond disciplinary paradigms and consider how emerging issues in the Anthropocene demand new ways of thinking, learning, and acting. Ultimately, we aim to foster a critical awareness of the Anthropocene and its impact on Asia, and to explore possibilities for sustainable and equitable futures. Course Learning Outcomes By the end of this course, you should be able to: Appreciate the concept of the ""Anthropocene"" from interdisciplinary perspectives Critically examine the relationship between the Anthropocene and Asia Translate the materiality of Anthropocene Asia to inform existing debates surrounding the political, ecological, social and cultural implications to major events in Asia Apply key conceptual and empirical understandings of the Anthropocene in Asia to contribute to public and professional discourses Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,15241,"This course explores various models in managing diversity in Asia. It examines forms of ‘difference’ such as ethnicity, religion and sexuality, and policy frameworks are important for multicultural societies. The course critically engages with the debates within scholarship of multiculturalism that encourages a theoretically-informed approach towards a range of empirical examples from Europe, North America and Asia. The analysis of empirical examples enables the consideration of demographic, cultural and ideological particularities, as well as nation-building efforts that vary across historical and geographical environments. This context-driven approach will also be taken towards the analysis of contemporary policy issues including citizenship, education and employment, including current debates such as disability in education and the ‘headscarf affair’. The course also includes an applied component which allows students to put the theories to use and to experience how to deal with diversity through three dialogue sessions outside the campus. Course Learning Outcomes Understand social diversity in Singapore and Asia Understand theories that explain diversity and diversity management Identify dominant and normative discourses on diversity and diversity management Analyse and evaluate the policies and programmes that seek to manage diversity Devise evidence-based approaches in understanding and managing diversity Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,30821,"This SMU-X Overseas programme explores the challenges and promises of diversity through theoretical and applied approaches to the management of social differences in institutions and societies in Asia. Through discussions of the ways in which identity and multiculturalism have been understood and practiced, students will learn to apply strategies that consider individual, group and systemic factors that underlie the management of differences on the basis of socioeconomic status, sex, gender identity, citizenship, race, ethnicity, religion, sexual orientation, and disability. Course Learning Outcomes By the end of the course, students should be able to: Express thoughts and ideas on diversity coherently and respectfully Evaluate theories that seek to explain equity and diversity Identify rhetoric, as well as dominant and normative discourses on diversity issues Analyse and evaluate the policies that relate to the managing of differences Understand the sociocultural nuances of diversity management in Japan Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,12031,"This course examines popular culture in a range of Asian countries in light of recent economic and political transformations in the region. It explores the ways in which consumer fashion, popular practices, entertainment, and media messages are shaped by class, gender, sexuality, ethnicity, and generational relations, as well as by rural-urban differences and contending political ideologies. It considers how globalization and westernization intersect with indigenous and national traditions in the region. Course Learning Outcomes By the end of the course, students will be able to: Understand the various ways of defining popular culture Understand how texts and practices of popular culture in Asia may reinforce divisions in gender, ethnicity and social class, and how they may constitute a form of resistance towards the established social order Understand the historical, social, political and economic contexts of production, distribution and audience reception of popular culture in Asia Gain a critical awareness of the multi-directional transnational flows of popular culture in Asia, and grasp the theories and conceptual frameworks for explaining audience consumption of foreign cultural products Appreciate how fan subcultures form around the consumption of Asian popular culture and how fans challenge media production with their own fan works Develop skills in analyzing popular culture texts Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,17541,"With the rise of China as an economic superpower, foreign businesses have been rushing to do business in or with China. However, many businesses encounter various problems in China. This is mostly due to their limited knowledge and understanding of China, even if they can speak Chinese. This course aims to address this problem by enhancing the students’ understating of the unique history, culture, economy, politics and law in China. To help the students understand the nuances of doing business in/with China, interesting cases and events will be used to illustrate how things work in China in real life. With the knowledge acquired in the course, the students will gain a better understanding of how business is conducted in China; the interaction between business on the one hand, and culture, politics and law on the other hand; as well as how foreign firms may survive and prosper in China. Course Learning Outcomes By the end of the course, students should be able to:  Identify the major dynasties in Chinese history, the key historical events of each era, the causes behind the rise and fall of each dynasty, and how these dynasties have shaped Chinese culture.  Understand and analyze the key features of China's cultural, political, economic, and legal systems, with a focus on how they have been influenced by historical developments.  Critically evaluate current events in China through the lens of its history and cultural heritage.  Engage in informed debates on contemporary issues in China, drawing on lessons from its historical context. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,24321,"This course employs a top-down approach to introduce high-level concepts in digital technology to (1) future lawyers who expect to work closely on legal/policy matters that intersect with technology and (2) future legal professionals who intend to leverage on the power of modern computing technologies in both legal research and the delivery of legal services. Course Learning Outcomes  Understand and articulate key concepts in digital technology relevant to legal practice, including computational thinking, data management, machine learning, and cryptography.  Analyse and evaluate the implications of emerging technologies on legal processes, policy-making, and the delivery of legal services.  Apply technological knowledge to develop innovative solutions for legal research, document retrieval, and automation of legal tasks. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,25151,"The goal of the course is to provide a broad appreciation for the intersection of emerging technologies and the law. Often times there is not enough (or even any) law that adequately regulates a particular area. In some instances, the courts can apply regulations and laws from similar technologies as a stopgap. This course aims to show where the law adequately regulates an emerging technology, and where there is room for improvement. This course will also provide a section that focuses primarily on the legal issues that arise at the novel intersection between pandemics, technology and the law. The course aims to have an international bent, looking at how different regimes apply their laws, and how those efforts promote or stymie innovation. This is a short course and it is impossible to provide even a cursory overview of all interesting and emerging technologies. As such, this syllabus is only a guideline for potential analysis and discussion. We will look to the students to decide what areas in particular interest them and the class will try to focus there. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,28821,"We live in a hyperconnected world – ecosystems and societies are linked like never before. This occurs through the movement of people, goods and products and the transfer of capital and information. At the same time, there is mounting appreciation of the need to address issues of equity and sustainability concurrently. To adequately understand, and ultimately to govern and regulate, for equitable-sustainability there is the need to identify and appreciate the complex feedbacks across activities of multiple individual, government and corporate actors across scales from the global to the local. This interdisciplinary course equips students with a grounding in concepts from the biophysical sciences, social sciences, law and governance. It focuses on key social, ecological and economic concerns in the context of biodiversity and climate change. By introducing students to systems and futures approaches it enables students to engage in sustainable and equitable governance for more desirable tomorrows. Course Learning Outcomes Identify and analyse the major global, regional and Singaporean sustainability challenges. Identify and critique key ethical and interdisciplinary perspectives on equity and sustainability in a hyperconnected world. Appreciate plural worldviews in conceptualising equitable-sustainability Critically analyse and evaluate the interaction of different forms of governance and regulation and their suitability to regulate current and future sustainability and equity challenges. Apply systems and futures approaches. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,28851,"The aim of this course is to introduce students to law, policy and institutions on sustainable management of the world’s oceans. It first introduces the UN Sustainable Development Goals and its relevance with the ocean. The course then provides a comprehensive study of international law regulating major human activities at sea, such as shipping, fisheries, marine energy, mining and marine scientific research. The course will lay foundations for students to imagine a future governance regime that could secure a healthy ocean for humanity. Course Learning Outcomes By the end of the course, students should be able to: 1. Analyse the foundational principles of law of the sea, undertake self-directed legal research at a foundational level and evaluate complex legal information. 2. Apply law of the sea to complex problems/ issues, and critique the operation of the law of the sea from a theoretical/policy perspective. 3. Structure and sustain concise and cohesive written and oral arguments for a legal audience. 4. Analyse the operation of the law of the sea from policy, comparative and international perspectives, and in the context of social and cultural diversity. Grading Basis GRD - Graded Course Units 1"
