course,type,code,description
economics,elective,20061,"This course covers mathematical concepts and techniques that are useful for more advanced treatment of economic analysis. We pay special attention to concepts and machineries that allow us to describe the economic system of dynamics and analyze inter-temporal optimization of an economic agent. The topics which will be covered are: (1) Topology in the Euclidean Space; (2) Linear Algebra; (3) Multivariate Calculus (Differentiation and Integration); (4) Static Optimization; (5) Differential Equations; (6) Difference Equations; and (7) Dynamic Optimization. In addition, we offer a lot of economic examples which utilize the techniques this course covers. A good comprehension of the material covered in the course enables you to (1) understand the appropriate mathematical tools together with applications in economics; and (2) stand out among your peers. Grading Basis GRD - Graded Course Units 1"
accountancy,core,91,"This course provides knowledge about the analysis, design, and use of accounting information systems. It addresses the following key concepts: role of internal control in an accounting system; documentation of accounting information systems; database management, business processes and modeling; and the role of accounting information systems in major processes of the business cycle. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO1.3: Our students understand and can apply concepts relating to business processes, audit and assurance. LO2.2: Our students can communicate effectively in a business context. LO2.4: Our students can use Information Technology tools to analyse financial and other related information as well as communicate this to relevant stakeholders within a business context. LO3.1: Our students understand and can apply the ethical principles relevant to accounting professionals. Course Learning Outcomes Students are expected to demonstrate the following technical accounting competencies upon successful completion of this course: 1. Demonstrate systematic documentation and analysis of various business processes 2. Obtain a broad understanding of database design and modeling 3. Understand the role of internal control in an accounting system 4. Identify the basic functions of revenue, expenditure and production cycles and their interactions with an accounting information system 5. Obtain a broad understanding of technological and emerging practices that may impact on the design and management of an accounting information system However, learning outcomes should be beyond just technical accounting competencies. This course seeks to develop your versatility, individual competencies and awareness of ethics and responsibilities through the various class and assessment activities: • Analytical skills: Analytical skills will be developed through cases and problems, including incomplete data and unstructured question sets. Class activities are also designed to train students’ analytical skills. • Communication: Students will be assessed on class participation and group presentation. • Teamwork: Students will be working in a team for their project in this course. In addition, students will be asked to work together in solving cases and problems in class. • Active learning: Students should be prepared to invest time in self-learning tools such as Microsoft Visio. Classes consist of limited formal course materials presentation and most activities in class are designed for active learning. • Professional ethics: Ethical concepts and constructs are integrated throughout the course. Grading Basis GRD - Graded Course Units 1"
accountancy,core,141,"This course is designed to give students an overview of topics that are relevant to accounting theory development, pertinent research, standard setting and regulation processes within the accounting profession, and contemporary efforts to benefit practice. A systems approach is utilised to facilitate students’ understanding of the various accounting model data sets that have been put forward by the accounting profession, including GAAP. Knowledge of this history forms an indispensable repertoire for students to evaluate current developments in accounting and to challenge new initiatives that are continuously being debated on the business environment – accounting interface. Most certainly, the ultimate goal of this course is to have students learn how to learn in the accounting arena combined with the confidence of never growing obsolete on the subject matter of accounting. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO2.1: Our students understand and can apply business concepts and principles. LO2.2: Our students can communicate effectively in a business context. LO3.1: Our students understand and can apply the ethical principles relevant to accounting professionals. LO3.2: Our students can recognize and incorporate ethical and social responsibility considerations in decision making. Grading Basis GRD - Graded Course Units 1"
accountancy,core,16071,"This course focuses on the accounting requirements of complex arrangements and transactions with the primary theme of accounting for group entities. Specific topics include accounting for business combinations involving a group structure, consolidation principles and processes, consolidation of multi-level group structures, changes in ownership interests, consolidated cash flow statements, equity accounting and translation of foreign operations. This course builds upon and also reinforces the pre-requisite knowledge covered in earlier financial accounting courses, primarily Intermediate Financial Accounting. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO2.1: Our students understand and can apply business concepts and principles. LO2.2: Our students can communicate effectively in a business context. Grading Basis GRD - Graded Course Units 1"
accountancy,core,8401,"The focus of this course is predominantly on the external financial statement audit, within the framework of assurance. However, auditing is multidisciplinary in nature, requiring and integrating knowledge of business, accounting, information systems, law and strategy. Students who have yet to complete ACCT201A Corporate Reporting & Analysis of Financial Statements, ACCT203 Accounting Information Systems and ACCT206 Governance, Risk and Assurance, are strongly advised not to sign up for this course. Students without this necessary prior knowledge will be responsible for acquiring the knowledge on their own. This course focuses on the audit of financial statements by the external auditor, and is designed to: 1. provide students with an in-depth knowledge and understanding of key auditing and assurance concepts and methodologies; 2. develop the skills and attitudes necessary for providing financial statement audits and other assurance services, including problem-solving and decision making, critical thinking, communication, teamwork, interpersonal skills and professional values and ethics; 3. develop analytical, strategic and systems thinking through the merging and melding of information from related disciplines; 4. inculcate in students an attitude of active learning at both individual and team level, through students’ pre-seminar preparation, involvement in seminar discussions, seminar activities and project work; and 5. develop the mindset and values required to succeed in the profession. Standard Learning Outcomes (School of Accountancy courses only) LO1.3: Our students understand and can apply concepts relating to business processes, audit and assurance. LO3.1: Our students understand and can apply the ethical principles relevant to accounting professionals. Grading Basis GRD - Graded Course Units 1"
accountancy,core,51,"This course provides the student with a basic understanding of accounting as \""the language of business\"". It introduces students to the basic concepts, principles, procedures and approaches underlying the accounting process. This basic understanding facilitates the interpretation of financial information, which is necessary for making business decisions. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. Grading Basis GRD - Graded Course Units 1"
accountancy,core,13801,"This course provides an in-depth examination of corporate accounting issues and financial reporting standards as well as the analysis and interpretation of financial statements prepared under those standards. Particular emphasis will be given to the application and interpretation of Financial Reporting Standards (FRS) of Singapore. Topics covered include: financial reporting framework, presentation of financial statements, accounting standards and disclosure requirements, classification of income, quarterly reporting, changes in accounting policies and methods, accounting for non-current assets (including asset revaluation, assets held for sale, investment property, biological assets, and intangibles), impairment of assets, leases, provisions and contingencies, revenue recognition, and employee benefits. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. Grading Basis GRD - Graded Course Units 1"
accountancy,core,15291,"In today’s volatile, uncertain, complex and ambiguous (VUCA) world, corporations face increasing dimensions of risks in their businesses. Volatility in financial and physical markets, the failure of systemically important financial intermediaries, global climate and health crises, shifting social expectations and corporate governance concerns can directly or indirectly impair the financial, manufactured, natural, human, intellectual and social capitals of corporations. The ability to recognize, measure, manage and communicate such risks becomes critical to the long-term sustainability of corporations. This course examines recognition, measurement, reporting and disclosure requirements for corporations in relation to financial and non-financial risks under the frameworks of the International Financial Reporting Standards (IFRS), the International Sustainability Standards Board (ISSB) and other related bodies. Concepts, principles, and applications—with respect to market, counterparty, and sustainability risks—will be discussed from the perspectives of different stakeholders. While the focus of the course will be primarily on accounting and financial reporting, an integrated approach will be adopted. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO2.1: Our students understand and can apply business concepts and principles. LO2.2: Our students can communicate effectively in a business context. Course Learning Outcomes At the end of this course, students will be able to: Grading Basis GRD - Graded Course Units 1"
accountancy,core,61,"This course introduces cost and management accounting topics to enable students to understand how accounting information is used to manage an organisation. It focuses on the factors that differentiate one company from another. The course will look at various functional areas within the firm, ranging from manufacturing to marketing, and from accounting to human relations. In addition, the concept of management, how senior managers plan, implement and control those plans through people will be briefly discussed. The course will enhance students' personal skills in preparation for more advanced courses at the university in the following ways: working in groups, analysing cases, writing reports, and making presentations. Standard Learning Outcomes (School of Accountancy courses only) LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO2.2: Our students can communicate effectively in a business context. LO3.1: Our students understand and can apply the ethical principles relevant to accounting professionals. Grading Basis GRD - Graded Course Units 1"
accountancy,core,21101,"In Data Analytics for Accountants, Richardson et al. (2021) define Data Analytics (DA) as “the process of evaluating data with the purpose of drawing conclusions to address business questions.” Increasingly, accountants are expected to create value for businesses through the use of technology, and DA tools are often regarded as the first step in transforming raw data into actionable insights for decision makers.Given the central role of statistics in applying analytics to accounting data, this course provides students with a foundation in the statistical analysis of accounting and financial information. The course emphasizes the use of Python programming to develop statistical reasoning and analytical skills, offering a structured framework for using data analytics to solve problems in an accounting and business context. Standard Learning Outcomes (School of Accountancy courses only) LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO2.1: Our students understand and can apply business concepts and principles. LO2.2: Our students can communicate effectively in a business context. LO2.4: Our students can use Information Technology tools to analyse financial and other related information as well as communicate this to relevant stakeholders within a business context. Course Learning Outcomes At the end of this course, students will be able to: Grading Basis GRD - Graded Course Units 1"
accountancy,core,101,"On completion of this course, students should be able to explain the operation of the Singapore tax system; prepare computations of the corporate tax liability for individual companies; prepare computations of the income tax liability for employees, sole traders and partners; explain and apply the scope and principles of Goods and Services Tax (GST); explain the use of exemptions and reliefs in deferring or minimising tax liabilities; and learn the basic understanding and skills required for the Tax Planning course. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO1.4: Our students understand and can apply tax principles and requirements relevant to individuals and business entities. LO2.1: Our students understand and can apply business concepts and principles. LO2.2: Our students can communicate effectively in a business context. LO3.1: Our students understand and can apply the ethical principles relevant to accounting professionals. LO3.2: Our students can recognize and incorporate ethical and social responsibility considerations in decision making. Grading Basis GRD - Graded Course Units 1"
accountancy,core,13491,"This course covers valuation of both financial as well as real assets, including the valuation of businesses and entities, stocks, bonds, futures, options, swaps, and real options. An examination of certain critical steps in the valuation process such as discount rate estimation and financial statement forecasting will be discussed. Special topics might include valuation of start-up companies, distressed firms, financial institutions, intellectual property and intangible assets. The objective of this course is to equip students with tools and techniques to be able to undertake valuation of a broad range of assets and liabilities commonly required under International Financial Reporting Standards (IFRS). Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. Grading Basis GRD - Graded Course Units 1"
accountancy,core,1681,"This is an introductory course designed to help business students acquaint themselves with the framework of Singapore’s legal system and to understand the legal environment within which businesses operate. A substantial part of the course is dedicated to the study of contractual principles as the making and performance of contracts form the rudiment of all businesses. Apart from the law of contract, students will learn about various types of legal liability (criminal, tortuous and statutory) which may arise in the conduct of business, basic concepts relating to the ownership, use and infringement of intellectual property, as well as common forms of business relationships. To ensure that students are equipped to face the challenges and exploit the opportunities presented by the current e-revolution in commerce, the course also requires students to understand and analyse new legal issues arising from the conduct of businesses through electronic media. Course Learning Outcomes Upon completion of the course, students should: Understand the framework of the Singapore legal system; Understand and be able to apply the methodology of basic legal reasoning; Be able to identify key legal issues arising from commercial transactions and apply the principles learnt to address such issues; and Be able to better manage legal risks in the business context. Grading Basis GRD - Graded Course Units 1"
accountancy,core,1691,"The corporate form is the most widely used legal structure for the operation and conduct of business. It deals with a web of different interests and the rights and obligations of a number of stakeholders. As such it is a highly complex structure and the most regulated of all business entities. This course will cover the main body of laws that regulate the operational aspects of companies embodied in the Companies Act. Where appropriate and relevant, these laws will be considered from the different perspectives of the various interest groups in a corporate structure. The course will also attempt to acquaint the student with the primary issues that are raised in the management of companies. Topics include current issues in corporate governance, the external regulation of corporate matters, the duties of corporate managers, directors and other officers, the law and practice of meetings and legal issues relating to corporate restructuring. The difficulties relating to transactions with other parties, which are peculiar to companies, will also be covered, including corporate contracting and insolvency. The course will also touch upon the ongoing law reform in this area. Upon the completion of this course, the student should – - understand the legal framework within which companies operate; - appreciate the different interest groups within the corporate framework; - understand the dynamics of majority control and minority shareholder rights; - appreciate the extent of and understand the legal duties and responsibilities expected of management; and - have a basic understanding of issues pertaining to corporate finance and securities regulation. Course Learning Outcomes By the end of the course, students should have a clear understanding of the most important legal principles governing companies in Singapore and their impact on the major stakeholders who govern, invest in, and interact with companies. Grading Basis GRD - Graded Course Units 1"
accountancy,core,32861,"This course introduces students to the fundamental principles of financial management. Students will be taught key financial management concepts relevant for managers, investors, and stakeholders, providing students with the knowledge and tools essential for making sound financial decisions. The topics covered include working capital management, risk and rates of return, time value of money, bond and stock valuation, stock, capital raising, cost of capital, and capital structure and leverage. The knowledge acquired in this course will help students understand financial management from the perspectives of both corporate management and investors. Course Learning Outcomes At the end of this course, students will be able to: Explain the goals and scope of financial management Understand the principles and practices of working capital management. Solve time value of money problems to value cash flows Estimate the value of bonds, common stock, and preferred stock using appropriate models. Calculate and interpret the cost of capital and apply different investment appraisal techniques Explain the process of capital raising Understand the concepts of financial leverage and capital structure policy Grading Basis GRD - Graded Course Units 1"
accountancy,core,901,"This course describes the role of financial markets in facilitating the flow of funds and how investors can evaluate and price investments. The course will describe institutional features of equity, debt, foreign exchange, and derivative markets. Students will be grounded in investment principles and their applications, including topics on risk and return, diversification, single and multi-factor models, asset-pricing anomalies, bond portfolios, and performance evaluation tools. The course also examines the role of financial institutions such as mutual funds and hedge funds, and the use of risk management tools for hedging. This course builds on the foundations provided by FNCE101 Finance and focuses on learning how the fundamental principles in finance can be applied to financial markets and investments. Course Learning Outcomes At the end of this course, students will be able to: Explain the role of each financial market and compare the differences between each market Apply the concepts of risk and return and diversification to investment portfolios Know the single and multi-factor approaches to pricing investments Demonstrate understanding of common asset-pricing anomalies Understand the role of mutual funds/hedge funds and evaluate their performance Describe the use of risk management tools, e.g., for managing foreign exchange and interest rate risk Grading Basis GRD - Graded Course Units 1"
accountancy,core,3361,"The purpose of this course is to introduce the basic concepts of statistics through illustrative use of statistical methods for solving applied problems. Emphasis will be placed on statistical reasoning, rather than derivation of theoretical details. Students will learn to solve common statistical problems using statistical software. This course is designed for students who wish to pursue a non-quantitative major at SMU. Students who intend to pursue a quantitative major should take its companion course, COR-STAT1203 Introduction to Statistical Theory. Course Learning Outcomes 1. Define, collect, organize, and visualize data. 2. Understand basic probability concepts (such as joint probability, marginal probability, and conditional probability). 3. Understand various probability distributions (including discrete and continuous distributions). 4. Construct and interpret point and interval estimates. 5. Conduct one-sample and two-sample hypothesis tests. 6. Conduct simple linear regression analysis. Grading Basis GRD - Graded Course Units 1"
accountancy,core,1921,"This course focuses on managing people in the workplace. Students learn theoretical and conceptual foundations for understanding people, groups, and organizations, and practical tools for accomplishing personal, group, and organizational objectives with a long term view to creating a sustainable and ethical environment for the individual to thrive and flourish. Topics include leadership, work motivation, individual differences, work values, attitudes, emotions, decision making, organizational culture, organizational change, among others. Course Learning Outcomes By the end of this course, students will be able to: Define key organizational behavior terms Identify organizational behavior constructs in organizational settings Analyze organizational problems using major organizational behavior theories Put organizational behaviour theories into practice to address organizational problems with a view to providing a sustainable and socially responsible environment for the organization. Particularly, we focus on Understanding how creating and encouraging a continual pipeline of women increases the long-term sustainability of women in the workplace and Building an organizational culture of integrity and inclusion to drive sustainable business outcomes Grading Basis GRD - Graded Course Units 1"
accountancy,core,1931,"This course introduces students to the theoretical concepts and analytical tools required for formulating and implementing appropriate strategies that affect the enduring success of the entire organization. Topics covered include external and internal environmental analyses, business-level strategies, corporate-level strategies, competitive dynamics, and special topics such as global strategy. This course emphasizes the application of theory to the real world strategic issues. Students are encouraged to synthesize knowledge from other business courses into a comprehensive understanding of competitive advantage. Course Learning Outcomes By the end of this course, students will be able to: Demonstrate a comprehensive understanding of firms' competitive advantage Apply analytical techniques for diagnosing strategy formulation, including industry structure, resources, and business/corporate strategies Apply analytical techniques for diagnosing strategy implementation, including corporate governance, structure, and strategic leadership Identify strategic issues and design appropriate courses of action with relevant knowledge on ethics, social responsibility and sustainability Grading Basis GRD - Graded Course Units 1"
accountancy,elective,32011,"This course is aimed at exposing students to recent development in sustainability accounting in the country that is the focus of the study trip. In addition, the trip will also provide students with an understanding of investment and business opportunities in the country, as well as the social, cultural, economic, and political environments under which companies operate. It will give students a better appreciation of the country’s macro-economic environment, its key industries, financial and capital markets, investment climate, and economic policies and systems. During the trip, students will visit companies and interact with executives and entrepreneurs. They will also be exposed to the country’s history, culture, traditions, and values as these play an important role in determining business and financial strategies and operations of companies. At the same time, this is an SMU-XO module, which offers an overseas experiential learning opportunity for students. The course allows students to translate classroom knowledge and theory into practical solutions for real organizations. In addition to visits to companies and organizations, student will also participate in a consultancy project. Through the project, students will learn how to solve real problems with guidance from the faculty and project sponsor mentors, from problem definition to final client presentation – while simultaneously testing their skills in real world settings. The project will focus on issues related to sustainability accounting that is faced by the accounting/finance and other functions of the companies in the country that will be visited and recommending/applying solutions to these problems. These issues (eg: implementation of sustainability reporting) are becoming very important for companies all around the world. Prior to the trip, students will be required to undergo intensive pre-trip preparations involving talks by experts, individual and team research of assigned topics, and project presentations and discussions. Course Learning Outcomes Grading Basis PNP - Pass/Fail Course Units 1"
accountancy,elective,16821,"Traditionally, the accounting function’s role is always viewed as that of a steward, the control centre for the organisation, rather than the catalyst for enterprise growth. The term ‘back office’ is often used to describe the operating nature of accounting function. So in today’s volatile global business environment, the key challenge for accounting function is how to lead the enterprise in its growth strategies while ensuring effective risk management and stewardship of the enterprise. With complexity and data proliferation, increasingly the CEO and the board turn to accountants to help make sense of all the data, to help cut through this complexity, and to provide more informed analysis on the business and its operation. The opportunity for accounting function is if it can generate the insights that help make better corporate decision making, while continuing to ensure effective control of the enterprise, its reputation as a catalyst for growth will be guaranteed. To do so, traditional accounting departments may have to transform themselves into ‘intelligent accounting functions’. Intelligent accounting functions run their operations as cost effectively as possible, leveraging technology to reduce finance operating costs; strengthen stewardship and control so as to establish a solid foundation to support growth. The biggest challenges, however, lie in creating the efficiencies needed to gather and process basic financial data and continue to deliver traditional finance outputs while at the same time redeploying their limited resources to enable higher-value business decision support activities.This accounting analytics practicum which adopts SMU-X approach, focuses on a few key topics that are vital to establishing an intelligent accounting function (refer to the diagram below): finance strategy and transformation, lean finance and finance shared services, business intelligence analytics, and enterprise process management. In this experiential learning course, students from various disciplines learn what comprises a highly optimised accounting process, design an end-to-end process management and explore the underlying accounting IT systems and advanced data analytical applications. By working closely with instructors from accounting and information systems disciplines, together with an industry partner, students are expected to carry out design and development of an intelligent accounting function solution. The whole idea is to engage students in real-life application and to encourage students to creatively apply concepts to practical problems in their pursuit of solving real-world problems. Students will apply the concepts in real projects. Standard Learning Outcomes (School of Accountancy courses only) LO2.1: Our students understand and can apply business concepts and principles. LO2.2: Our students can communicate effectively in a business context. LO2.3: Our students understand the principles of leadership and team building in a business context. Grading Basis GRD - Graded Course Units 1"
accountancy,elective,7051,"The Accounting Study Mission is aimed at exposing students to the accounting and auditing standards, banking, tax, and monetary policies, and corporate governance structures in countries visited. In addition, the trip will also provide students with an understanding of investment and business opportunities in the country, as well as the social, cultural, economic, and political environments under which companies operate. It will give students a better appreciation of the country’s macro-economic environment, its key industries, financial and capital markets, investment climate, and economic policies and systems. During the trip, students will visit companies and interact with executives and entrepreneurs. They will also be exposed to the country’s history, culture, traditions, and values as these play an important role in determining business and financial strategies and operations of companies.Prior to the trip, students will be required to undergo intensive pre-trip preparations involving talks by experts, individual and team research of assigned topics, and project presentations and discussions. On completion of the trip, students will submit group projects based on their research and findings from the trip. Grading Basis PNP - Pass/Fail Course Units 1"
accountancy,elective,26371,"The purpose of this course is to provide participants with an appreciation of business and investment opportunities in an Asian country, and an understanding of its social, cultural, economic, and political landscape. At the same time, this is an SMU-XO module, which offers an overseas experiential learning opportunity for students. The course allows students to translate classroom knowledge and theory into practical solutions for real organizations. In addition to visits to companies and organizations, student will also participate in a consultancy project. Through the project, students will learn how to solve business problems with guidance from the faculty and project sponsor mentors, from problem definition to final client presentation – while simultaneously testing their skills in real world settings. The project will focus on evaluating problems faced by the accounting/finance and other functions of one company in an Asian country and recommending/applying solutions to these problems. The course qualifies for one credit unit and encompasses seminars, guest lectures and presentations. Grading is on a Pass/Fail basis for SMU Students. Grading Basis PNP - Pass/Fail Course Units 1"
accountancy,elective,121,"This course aims at providing students with an understanding of topical issues in Management accounting in an organizational setting. This course will examine the use of different value creating management accounting and strategic tools in both the manufacturing and service industries. Topics cover strategy, culture, sustainability and its reporting, group setup for transfer price planning, and selective advanced controlling tools. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO2.1: Our students understand and can apply business concepts and principles. LO2.2: Our students can communicate effectively in a business context. LO2.3: Our students understand the principles of leadership and team building in a business context. LO3.1: Our students understand and can apply the ethical principles relevant to accounting professionals. LO3.2: Our students can recognize and incorporate ethical and social responsibility considerations in decision making. Course Learning Outcomes At the end of this course, students will be able to: Grading Basis GRD - Graded Course Units 1"
accountancy,elective,151,"The aim of this course is to help students in their practical application of taxation law and principles, which they learned in an earlier course. It also aims to increase their knowledge and understanding of the taxation issues commonly raised by businesses and individuals. On completion of this course, the students should have a better understanding of the main taxation issues related to individuals and businesses; and apply the main taxation principles to real life. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO1.4: Our students understand and can apply tax principles and requirements relevant to individuals and business entities. LO2.1: Our students understand and can apply business concepts and principles. LO2.2: Our students can communicate effectively in a business context. LO3.1: Our students understand and can apply the ethical principles relevant to accounting professionals. LO3.2: Our students can recognize and incorporate ethical and social responsibility considerations in decision making. Grading Basis GRD - Graded Course Units 1"
accountancy,elective,13501,"This course aims to provide knowledge of the activities involved in the day-to-day running of a corporation’s financial operations as well as advanced analytical techniques which can help create value to companies and organizations. It aims to develop students’ ability to use the techniques involved in analyzing and evaluating corporate managerial problems and making sound decisions. It is excellent for students who are less keen on auditing and would like to pursue a career in the financial area of a corporation or a career with banks and other financial institutions servicing the needs of a corporate client. It will also be a great foundation for students who want to embark on a senior general management career from a finance specialization. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO1.3: Our students understand and can apply concepts relating to business processes, audit and assurance. LO2.1: Our students understand and can apply business concepts and principles. LO2.2: Our students can communicate effectively in a business context. LO2.3: Our students understand the principles of leadership and team building in a business context. LO2.4: Our students can use Information Technology tools to analyse financial and other related information as well as communicate this to relevant stakeholders within a business context. LO3.1: Our students understand and can apply the ethical principles relevant to accounting professionals. LO3.2: Our students can recognize and incorporate ethical and social responsibility considerations in decision making. Grading Basis GRD - Graded Course Units 1"
accountancy,elective,13531,"This course imparts knowledge of, and foundational skills in, the practice of public sector auditing. It begins with the teaching of management concepts and practices, in particular organizational processes, management control and action accountability. With this grounding provided, the course moves on to cover the auditing of the management and use of public funds by organizations and in programs for the public good. Focus will be placed on the analyzing and interpreting of audit observations, the making of audit judgments and the communication of audit findings. Case studies will be used and reading materials recommended. The course will culminate in a project assignment for individual students. Standard Learning Outcomes (School of Accountancy courses only) LO1.3: Our students understand and can apply concepts relating to business processes, audit and assurance. Grading Basis GRD - Graded Course Units 1"
accountancy,elective,13541,"Today’s business environment is characterized by growing uncertainties and increasing stakeholders’ demands for more effective governance in the wake of spectacular corporate failures. Internal audit is an important mechanism in providing internal assurance on the tenacity of governance and risk management practices. Its significance is re-inforced in the recommendations by the Committee to Develop the Accountancy Sector (CDAS) in 2010. The CDAS’ report, titled “Transforming Singapore into a Leading Global Accountancy Hub” identified and recommended internal audit as a niche pathway toward accountancy excellence for Singapore. Internal audit is an essential pillar of a resilient organization. This course provides participants with a sound foundation of internal concepts and practices. It provides an overview of internal audit in support on sound governance and risk management. The course content covers essential standards and guidance articulated by the Institute of Internal Auditors. These include the attributes of internal audit, planning, execution and internal audit reporting. The course also aims to enhance participants’ understanding and application of assurance methodologies that are crucial in building a culture of doing the right thing. Standard Learning Outcomes (School of Accountancy courses only) LO1.3: Our students understand and can apply concepts relating to business processes, audit and assurance. LO2.1: Our students understand and can apply business concepts and principles. Grading Basis GRD - Graded Course Units 1"
accountancy,elective,19901,"The course expands on ACCT331 and covers advanced auditing and assurance topics. On Auditing, the scope includes Group Audit and IT Auditing. Besides Auditing, Assurance and advisory engagements are an integral part of professional services in practice. This course covers assurance in relation sustainability reports, prospective financial information and reliability of internal controls. In addition, it explore special topics such as due diligence in Merger and Acquisition, fraud investigation and internal audit. Standard Learning Outcomes (School of Accountancy courses only) LO1.3: Our students understand and can apply concepts relating to business processes, audit and assurance. LO2.1: Our students understand and can apply business concepts and principles. Grading Basis GRD - Graded Course Units 1"
accountancy,elective,20371,"This course provides knowledge on the full spectrum of the restructuring and insolvency regimes available in Singapore and the application of these regimes in situations of various degrees of distress. Insolvency practice includes practicing as a “company doctor” overseeing formal and informal workouts for financially distressed business or practicing as a company receiver, administrator and liquidator with the objective of maximizing recovery to creditors. Students will learn the different types of restructuring and insolvency procedures most suited to each situation, the legal implications and effects on the business entities and various stakeholders, the roles, responsibilities and powers of insolvency practitioners under each procedure, and the practical / commercial issues to consider when business entities enter into the restructuring or insolvency mode. This course aims to equip students with the basic knowledge in detecting the early warning signs, understanding financial issues faced by business entities and financial impact of key decisions in addressing the situation. It also emphasizes the practical application of theories and concepts learnt in class to the real worldThe course is not only designed to be relevant for students who are specifically seeking a career in insolvency practice but also for those who are interested in business rescue and business failure generally. Standard Learning Outcomes (School of Accountancy courses only) LO1.1: Our students can recognize, develop, measure, record, validate and communicate financial and other related information. LO1.2: Our students can analyze, synthesize and evaluate financial and other related information for decision making in a management context. LO1.3: Our students understand and can apply concepts relating to business processes, audit and assurance. LO2.1: Our students understand and can apply business concepts and principles. Course Learning Outcomes At the end of this course, students will be able to: Grading Basis GRD - Graded Course Units 1"
