school,degree,degree_full_name,category,total_modules,total_jobs_scanned,market_size,market_cutoff_score,union_relevance,collective_relevance,active_core_utilization_pct,supporting_skill_breadth_pct,top_module,top_module_relevance,avg_module_relevance
nus,business_analytics,National University of Singapore - Business Analytics,business_analytics,52,22151,924,0.26182699714903346,0.37706670509859525,0.3112405741945951,0,0,IS4010,0.3222412835847945,0.16641211910337514
