school,degree,degree_full_name,category,total_modules,total_jobs_scanned,market_size,market_cutoff_score,union_relevance,collective_relevance,active_core_utilization_pct,supporting_skill_breadth_pct,top_module,top_module_relevance,avg_module_relevance
smu,social_sciences,Singapore Management University - Social Sciences,social_sciences,144,22151,1255,0.19109132105159898,0.3470161655577609,0.2997682124995278,0,0,30461,0.28989191754245563,0.12684858353038642
